Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
589,32,4.9,30.893244,75.821817,30.943244,75.871817,11022022,212000,212500,1,3,1,3,1,1,0,1,16
134,29,4.637278568246926,11.026117,76.944652,11.116117,77.034652,18032022,197256,202000,4,3,0,1,0,1,0,1,26
510,35,4.5,12.981615,80.231598,13.001615,80.251598,19032022,105000,110000,4,0,0,2,0,1,0,0,20
523,37,3.6,30.893234,75.82172,30.983234,75.91172,12022022,183000,184000,5,1,2,0,1,1,0,1,38
50,28,5.0,21.173343,72.792731,21.203343,72.822731,1042022,234500,0,1,0,2,2,0,0,0,0,15
590,32,4.7,17.422819,78.449578,17.512819,78.539578,29032022,230000,230500,4,0,0,2,0,1,0,1,25
591,29,4.8,30.885915,75.788259,30.915915,75.818259,13022022,195500,201000,1,3,1,1,1,0,0,0,10
592,38,4.8,17.424114,78.347554,17.444114,78.367554,30032022,104500,105000,1,0,1,0,1,1,0,0,17
61,28,4.8,30.372202,78.077151,30.392202,78.097151,15022022,83500,84000,1,0,2,1,1,0,0,1,16
593,20,4.9,12.323225,76.630028,12.353225,76.660028,9032022,201000,201500,5,3,1,2,0,1,0,1,27
594,23,4.7,25.443994,81.860187,25.573994,81.990187,18022022,213000,214500,3,3,1,2,0,1,0,1,33
501,23,5.0,12.949934,77.699386,13.059934,77.809386,16032022,183000,183500,3,1,1,2,1,1,0,1,30
588,25,4.7,11.021278,76.995017,11.151278,77.125017,29032022,182000,182500,6,1,0,3,0,1,0,1,28
47,39,4.9,21.175975,72.795503,21.245975,72.865503,27032022,174500,175500,5,1,0,2,0,1,0,1,39
595,25,4.7,19.866969,75.318894,19.916969,75.368894,13022022,0,1000,6,0,1,0,1,1,0,0,19
596,31,4.540453443034213,30.327968,78.046106,30.417968,78.136106,12022022,178012,175500,3,1,1,0,1,1,0,1,34
90,28,4.5,12.316967,76.603067,12.446967,76.733067,12032022,212000,213500,5,3,2,2,1,0,0,0,23
471,25,4.6,30.359722,78.067079,30.469722,78.177079,16022022,221000,221500,4,0,1,1,0,1,0,1,17
358,38,4.8,18.539299,73.897902,18.549299,73.907902,5032022,102500,103000,4,0,1,0,0,1,0,0,28
594,29,4.6,25.443994,81.860187,25.573994,81.990187,16022022,232500,234000,6,0,1,0,0,0,0,1,19
313,38,4.7,26.766536,75.837333,26.826536,75.897333,5042022,175000,180000,2,1,1,3,1,0,0,1,16
25,23,4.6,26.849596,75.800512,26.909596,75.860512,17032022,212500,213500,1,3,2,3,1,1,0,0,19
597,28,4.1,13.049645,80.242268,13.129645,80.322268,18032022,195000,195500,3,3,1,2,1,1,0,1,44
598,20,4.7,22.725835,75.887648,22.805835,75.967648,18032022,222000,223000,2,0,1,3,1,0,0,0,20
599,27,4.2,17.438263,78.397865,17.508263,78.467865,2042022,210000,211500,2,3,2,0,1,1,0,1,39
600,33,4.9,12.321214,76.621094,12.341214,76.641094,15032022,81500,83000,1,0,2,3,0,0,0,1,14
308,39,4.3,0.0,0.0,0.09,0.09,10032022,211000,211500,4,3,1,2,0,2,0,1,40
289,38,4.1,18.520016,73.830547,18.590016,73.900547,14032022,171500,173000,3,1,1,2,0,2,0,1,36
34,34,4.1,18.55144,73.804855,18.56144,73.814855,11032022,111000,112000,2,2,1,2,1,0,0,1,35
601,26,4.8,15.544419,73.755736,15.604419,73.815736,13022022,223000,223500,4,0,1,0,0,0,0,0,14
602,21,4.2,12.935662,77.61413,12.995662,77.67413,7032022,234000,234500,5,0,0,2,0,0,0,0,23
603,22,4.7,25.443994,81.860187,25.583994,82.000187,16022022,225500,231000,2,0,2,1,2,0,0,1,26
604,26,4.6,12.316967,76.603067,12.346967,76.633067,17032022,201500,202000,2,3,0,0,0,1,0,1,21
605,25,4.9,22.725835,75.887648,22.815835,75.977648,6042022,203000,203500,4,3,2,0,1,1,0,1,28
606,32,5.0,12.337978,76.616792,12.397978,76.676792,1032022,214500,215500,5,3,1,2,0,0,0,1,33
438,23,4.6,12.979166,77.640709,13.029166,77.690709,3032022,185500,190000,5,1,0,1,0,1,0,1,21
607,26,4.4,22.310526,73.170937,22.330526,73.190937,9032022,84000,85500,5,0,0,2,0,1,0,0,22
288,37,5.0,23.416792,85.316842,23.426792,85.326842,15032022,115000,120000,3,2,2,0,0,0,0,1,36
342,38,4.2,12.337978,76.616792,12.377978,76.656792,5032022,132500,134000,3,2,0,3,0,0,0,1,33
266,20,4.4,12.323194,76.630583,12.373194,76.680583,15032022,193000,193500,3,3,2,0,1,1,0,1,34
441,20,4.9,22.751234,75.88949,22.861234,75.99949,31032022,183000,184000,4,1,1,2,1,1,0,1,24
608,29,5.0,19.120083,72.907385,19.210083,72.997385,23032022,210000,210500,3,3,0,1,0,1,0,1,48
534,27,4.8,22.307898,73.167788,22.327898,73.187788,1042022,95500,101000,5,0,2,3,1,1,0,0,16
609,21,4.6,13.02978,80.208812,13.13978,80.318812,20032022,205500,210500,6,3,2,1,1,1,0,1,24
389,37,4.8,21.173493,72.801953,21.243493,72.871953,14032022,205500,210500,5,3,0,3,0,2,0,0,37
303,35,4.9,11.022298,76.998349,11.092298,77.068349,27032022,193500,194000,3,3,0,0,0,1,0,1,48
610,26,4.7,21.160437,72.774209,21.220437,72.834209,24032022,184000,184500,5,1,0,3,0,0,0,0,11
611,37,4.9,26.474986,80.342796,26.494986,80.362796,17022022,82500,83500,1,0,1,0,0,0,0,0,14
482,23,5.0,18.546258,73.904337,18.676258,74.034337,25032022,192500,194000,1,3,1,1,0,1,0,0,24
612,34,4.5,18.636215,73.751081,18.726215,73.841081,31032022,225000,225500,6,0,1,1,0,0,0,1,18
201,31,4.3,22.310526,73.170937,22.420526,73.280937,4032022,220000,220500,3,3,2,3,0,1,0,1,37
613,36,4.4,9.970717,76.285447,10.060717,76.375447,16022022,192000,193000,5,3,1,1,1,1,0,1,39
614,35,4.8,22.745049,75.892471,22.815049,75.962471,6032022,230000,231500,1,0,2,0,1,1,0,0,20
498,29,2.5,0.0,0.0,0.09,0.09,18022022,225500,230500,1,0,2,1,1,1,1,1,41
368,34,5.0,0.0,0.0,0.05,0.05,5042022,222000,223000,1,0,2,2,1,1,0,1,19
146,20,4.9,21.186438,72.794115,21.236438,72.844115,7032022,220000,221000,6,3,2,3,0,0,0,0,16
34,23,4.6,18.55144,73.804855,18.59144,73.844855,26032022,122000,122500,4,2,2,0,1,0,0,1,21
615,24,4.7,17.41233,78.449654,17.42233,78.459654,11032022,120000,121000,1,2,2,1,2,0,0,0,13
616,24,4.8,23.374878,85.335739,23.404878,85.365739,30032022,171500,173000,3,1,0,3,0,1,0,1,29
453,37,4.6,12.979096,77.640625,13.109096,77.770625,23032022,174000,175500,1,1,0,1,0,1,0,1,36
510,31,4.8,12.981615,80.231598,13.031615,80.281598,28032022,210000,211000,2,3,0,1,0,1,0,1,30
509,28,4.7,10.96185,76.971082,11.09185,77.101082,12032022,193000,194500,1,3,1,1,0,1,0,1,24
617,34,4.6,21.173343,72.792731,21.223343,72.842731,3032022,0,1500,2,0,1,3,0,1,0,0,19
618,36,5.0,30.873988,75.842739,31.003988,75.972739,18022022,223500,225000,5,0,0,3,0,1,0,1,27
619,30,3.7,19.888716,75.321461,19.998716,75.431461,18022022,213000,214000,5,3,1,0,0,1,0,1,34
334,24,4.6,21.170798,72.790489,21.250798,72.870489,16032022,224000,225000,5,0,0,2,0,1,0,0,21
179,24,4.7,18.536562,73.896485,18.626562,73.986485,6032022,212000,213500,4,3,0,2,0,0,0,1,38
581,24,4.9,21.185047,72.80859,21.205047,72.82859,1032022,102000,102500,1,0,0,2,0,1,0,0,18
50,31,4.7,21.173343,72.792731,21.263343,72.882731,31032022,191000,191500,3,3,2,1,0,2,0,1,41
122,32,4.9,22.311603,73.165012,22.401603,73.255012,14032022,215000,220000,3,3,0,3,0,0,0,0,42
620,21,4.6,0.0,0.0,0.08,0.08,18022022,172000,173500,5,1,2,0,2,1,0,1,29
341,33,4.1,12.906229,77.596791,13.016229,77.706791,6032022,214000,215000,6,3,0,0,0,1,0,0,35
110,37,4.7,23.359407,85.325055,23.439407,85.405055,25032022,224500,230000,4,0,0,3,0,1,0,1,20
621,22,4.4,0.0,0.0,0.11,0.11,16022022,215500,220500,3,3,1,3,0,2,0,1,43
320,31,4.9,13.022394,80.242439,13.052394,80.272439,3042022,205500,210000,4,3,2,2,2,1,0,1,30
260,23,4.8,23.353783,85.326967,23.423783,85.396967,20032022,234000,234500,6,0,2,3,0,1,0,1,15
622,38,4.3,22.311844,73.165081,22.441844,73.295081,25032022,212500,213500,3,3,2,2,2,1,1,1,48
623,28,4.5,19.875016,75.322405,19.985016,75.432405,14022022,224000,224500,2,0,2,0,0,1,0,1,28
444,27,4.8,11.022298,76.998349,11.112298,77.088349,31032022,230000,231000,3,0,0,1,0,1,0,1,24
28,20,4.6,18.51421,73.838429,18.55421,73.878429,15032022,164500,165000,1,1,2,3,0,1,0,0,14
393,37,4.9,22.760072,75.892574,22.780072,75.912574,3032022,105500,111000,2,0,2,3,2,0,0,1,19
624,21,4.3,17.45971,78.368855,17.56971,78.478855,10032022,174500,175000,5,1,0,2,0,1,0,1,34
625,23,4.6,11.003008,76.97544,11.133009,77.10544,4032022,173500,175000,1,1,1,1,1,0,0,1,13
626,27,4.9,18.592718,73.773572,18.642718,73.823572,3032022,183000,184000,5,1,0,2,0,1,0,1,19
618,38,4.2,30.873988,75.842739,30.893988,75.862739,17022022,114000,114500,3,2,2,2,0,1,0,1,31
314,35,5.0,22.722634,75.886959,22.792634,75.956959,14032022,215000,220000,2,3,1,3,1,3,0,1,47
627,36,4.3,21.170096,72.789122,21.230096,72.849122,3032022,232000,232500,5,0,0,3,0,1,0,1,31
628,26,4.1,22.551084,88.354127,22.581084,88.384127,13022022,232500,233500,5,0,0,1,0,0,0,1,21
95,33,4.5,17.458998,78.500366,17.518998,78.560366,7032022,175000,175500,1,1,0,2,0,1,0,1,24
441,30,4.57676286498898,22.751234,75.88949,22.821234,75.95949,25032022,206334,214500,6,3,0,2,0,0,0,1,31
433,21,4.7,22.753659,75.903365,22.883659,76.033365,16032022,171000,171500,2,1,1,2,1,1,0,1,35
292,25,4.6,12.304569,76.643622,12.384569,76.723622,6032022,172000,173000,1,1,2,0,0,0,0,1,15
306,27,4.782516256065995,12.972161,77.596014,13.062161,77.686014,10032022,198345,203500,3,0,3,0,1,1,0,1,14
629,39,4.9,26.891191,75.802083,26.911191,75.822083,3042022,102500,103000,3,0,2,2,0,1,0,1,19
433,32,4.8,22.753659,75.903365,22.773659,75.923365,7032022,93000,93500,5,0,2,3,1,1,0,1,20
630,31,4.8,18.543626,73.905101,18.583626,73.945101,15032022,161500,162000,2,1,2,2,0,0,0,1,19
169,28,4.7,17.411028,78.329645,17.481028,78.399645,4032022,223000,223500,4,0,2,0,1,0,0,0,17
118,24,4.7,22.569358,88.433452,22.659358,88.523452,14022022,174500,180000,6,1,1,1,1,1,0,0,18
571,27,4.4,26.905287,75.794592,26.925287,75.814592,9032022,102000,103500,6,0,0,3,0,1,0,1,15
631,37,4.7,12.913041,77.683237,12.983041,77.753237,14032022,183500,184500,1,1,0,1,0,0,0,1,39
632,39,4.3,23.353783,85.326967,23.483783,85.456967,31032022,191500,193000,4,3,0,0,0,1,0,1,35
480,34,4.8,23.374878,85.335739,23.454878,85.415739,2032022,173000,174500,4,1,1,3,0,1,0,1,25
633,34,3.5,0.0,0.0,0.07,0.07,14022022,203000,204500,4,3,1,0,0,1,0,0,33
105,38,5.0,21.175104,72.804342,21.255104,72.884342,4032022,224000,224500,2,0,1,2,1,1,0,1,27
226,29,4.7,13.054347,80.257221,13.104347,80.307221,28032022,183000,183500,2,1,2,3,0,0,0,0,12
634,31,4.8,23.374989,85.335486,23.404989,85.365486,19032022,225500,230000,1,0,0,3,0,1,0,1,23
635,33,4.9,22.547186,88.35068,22.567186,88.37068,17022022,112000,113500,5,2,0,0,0,1,0,1,36
608,29,4.661484849550105,19.120083,72.907385,19.150083,72.937385,24032022,217953,230500,3,1,2,0,2,1,0,0,24
112,25,5.0,26.892312,75.806896,26.982312,75.896896,20032022,213000,213500,3,3,0,3,0,0,0,1,42
262,39,3.8,19.12663,72.829976,19.25663,72.959976,12032022,232000,232500,2,0,1,1,1,0,0,1,37
435,21,4.6,0.0,0.0,0.03,0.03,30032022,211000,211500,1,3,1,0,0,1,0,1,11
636,26,4.6,27.160934,78.044095,27.290934,78.174095,16022022,200000,201000,2,3,1,0,0,1,0,1,30
637,30,4.8,22.722634,75.886959,22.742634,75.906959,1042022,85500,90000,4,0,1,0,1,0,0,0,26
317,20,4.7,26.956431,75.776649,27.096431,75.916649,8032022,214500,215500,4,3,0,0,0,0,0,1,25
638,23,4.6,18.927584,72.832585,19.007584,72.912585,4032022,182000,182500,3,1,0,0,0,1,0,0,39
94,24,4.9,18.530963,73.828972,18.540963,73.838972,3032022,101000,102000,6,0,1,2,1,0,0,0,10
639,34,4.4,22.552672,88.352885,22.622672,88.422885,12022022,225500,231000,3,0,0,2,0,1,0,1,40
640,23,4.9,18.536718,73.830327,18.616719,73.910327,6032022,193500,194000,2,3,0,2,0,1,0,1,41
641,21,4.9,21.15276,72.778059,21.22276,72.848059,12032022,230000,231500,4,0,1,3,0,0,0,1,10
642,36,4.8,23.232357,77.429989,23.312357,77.509989,18022022,193000,194000,3,3,1,0,0,2,0,1,39
527,22,4.6,22.761593,75.886362,22.811593,75.936362,28032022,191000,191500,3,3,1,3,1,1,0,1,27
322,28,4.8,21.173493,72.801953,21.263493,72.891953,27032022,195000,200500,5,3,1,2,1,0,0,1,19
643,25,4.6,0.0,0.0,0.06,0.06,1032022,235000,0,2,0,0,0,0,1,0,1,21
644,21,4.9,18.53408,73.89852,18.58408,73.94852,3032022,202500,203500,6,3,2,1,0,0,0,1,17
450,35,4.8,13.044694,80.26147,13.124694,80.34147,29032022,215000,220000,4,3,0,3,0,1,0,1,44
397,28,4.709897412156461,26.846156,75.8023,26.956156,75.9123,12032022,173000,173500,6,1,2,3,1,1,0,0,20
172,21,4.6,26.911378,75.789034,26.951378,75.829034,1042022,161500,163000,6,1,0,1,0,0,0,1,11
453,22,4.9,12.979096,77.640625,13.109096,77.770625,10032022,222000,223500,3,0,1,3,0,1,0,0,26
212,30,4.7,11.010375,76.95295,11.060375,77.00295,1032022,185000,190500,5,1,1,3,1,1,0,1,26
159,24,4.7,12.321214,76.621094,12.361214,76.661094,5042022,163500,164500,1,1,0,3,0,0,0,0,15
554,29,4.9,22.753839,75.897429,22.823839,75.967429,18032022,194500,195000,3,3,1,1,1,1,0,1,37
645,28,4.8,26.913987,75.752891,26.953987,75.792891,30032022,151500,152000,2,1,1,0,1,1,0,0,17
510,28,4.8,12.981615,80.231598,13.111615,80.361598,2032022,225000,230500,5,0,0,2,0,1,0,1,24
351,28,5.0,22.725748,75.898497,22.815748,75.988497,8032022,0,1500,4,0,2,2,2,0,0,1,11
560,24,4.8,12.972793,80.249982,13.102793,80.379982,6032022,195000,200500,2,3,1,3,0,1,0,1,30
646,35,4.1,30.914057,75.83982,30.984057,75.90982,14022022,211500,213000,1,3,2,3,1,1,0,0,31
394,29,4.9,11.000762,76.981876,11.090762,77.071876,4042022,214000,215000,5,3,1,0,0,0,0,1,25
344,39,4.7,13.066762,80.251865,13.076762,80.261865,9032022,91500,92000,4,0,2,1,1,0,0,1,25
647,29,4.661484849550105,11.000762,76.981876,11.110762,77.091876,4032022,182369,181500,6,1,2,0,1,1,0,1,24
648,36,4.6,12.326356,76.619103,12.356356,76.649103,13032022,175000,175500,1,1,0,0,0,1,0,1,22
649,23,4.8,22.761226,75.887522,22.841226,75.967522,6032022,214000,214500,1,3,2,3,1,0,0,0,19
123,30,3.8,18.536562,73.896485,18.666562,74.026485,27032022,194000,195000,5,3,2,0,1,1,0,0,32
226,38,4.5,13.054347,80.257221,13.104347,80.307221,5032022,204500,205500,6,3,2,3,1,1,0,1,29
650,29,4.6,26.902908,75.792934,27.012908,75.902934,25032022,233500,235000,3,0,1,0,1,1,0,1,21
576,27,4.5,26.90294,75.793007,26.99294,75.883007,10032022,214000,214500,4,3,2,2,1,1,0,1,26
371,35,4.6,26.892312,75.806896,27.022313,75.936896,25032022,191500,192000,3,3,0,3,0,1,1,1,51
246,21,4.6,18.55144,73.804855,18.58144,73.834855,13032022,204500,210000,2,3,0,2,0,1,0,1,27
535,25,4.6,23.357804,85.325146,23.397804,85.365146,3042022,161000,161500,2,1,1,3,1,1,0,1,17
637,39,5.0,22.722634,75.886959,22.742634,75.906959,13032022,82000,83000,2,0,2,2,2,0,0,1,18
161,27,4.7,19.055831,72.833984,19.115831,72.893984,1032022,230000,230500,5,0,1,2,1,1,0,1,15
319,35,4.8,11.008638,76.984311,11.028638,77.004311,17032022,112000,113000,2,2,2,1,0,1,0,1,27
651,30,4.58886600564057,23.234631,77.401663,23.264631,77.431663,13022022,182369,181500,6,1,2,0,1,0,0,1,30
203,32,4.5,0.0,0.0,0.04,0.04,30032022,122000,123000,2,2,0,3,0,1,0,1,25
652,28,5.0,26.902328,75.794257,26.942328,75.834257,1042022,131500,132500,4,2,2,2,1,1,0,1,21
653,37,4.8,13.091809,80.219104,13.121809,80.249104,21032022,222500,223000,1,0,2,0,0,0,0,0,12
210,36,4.8,12.933298,77.614293,12.983298,77.664293,3042022,233500,234000,4,0,1,0,0,0,0,1,22
53,29,4.9,0.0,0.0,0.13,0.13,8032022,220000,221000,3,3,0,1,0,1,0,1,40
654,27,4.8,27.163303,78.057044,27.303303,78.197044,16022022,235000,0,5,0,2,3,1,1,0,1,18
27,32,5.0,12.934179,77.615797,12.994179,77.675797,26032022,233500,235000,1,0,2,1,0,1,0,1,16
655,22,4.8,18.539299,73.897902,18.569299,73.927902,28032022,191500,192000,3,3,1,1,0,1,0,1,20
656,29,4.3,22.751234,75.88949,22.781234,75.91949,19032022,213000,214500,1,3,0,1,0,1,0,0,44
157,24,4.6,17.458998,78.500366,17.538998,78.580366,12032022,194000,195500,3,3,1,0,0,1,0,1,38
235,30,5.0,21.15276,72.778059,21.28276,72.908059,23032022,171000,171500,5,1,0,1,0,1,0,1,37
404,25,4.5,26.905287,75.794592,26.915287,75.804592,1032022,100000,100500,5,0,2,1,1,1,0,0,16
657,38,4.9,12.979096,77.640625,12.989096,77.650625,26032022,93500,94500,1,0,0,2,0,1,0,0,26
658,26,4.9,0.0,0.0,0.06,0.06,13032022,175000,180500,3,1,2,2,2,0,0,1,14
659,35,4.2,21.183434,72.814492,21.243434,72.874492,3042022,0,500,4,0,0,1,0,0,0,0,24
604,38,4.2,12.316967,76.603067,12.406967,76.693067,27032022,192000,193000,1,3,2,3,1,2,0,0,33
660,30,5.0,23.184992,77.417227,23.244992,77.477227,15022022,222000,223500,2,0,0,3,0,1,0,1,29
661,25,4.6,19.1093,72.825451,19.1793,72.895451,14032022,194500,195000,3,3,0,1,0,1,0,1,45
211,36,4.9,22.751857,75.866699,22.801857,75.916699,19032022,172500,174000,5,1,1,3,0,0,0,1,25
25,24,4.5,26.849596,75.800512,26.879596,75.830512,5032022,231500,232000,5,0,0,0,0,0,0,1,18
662,20,4.6,22.32,73.17,22.45,73.3,10032022,193000,194000,6,3,0,2,0,1,0,1,30
485,26,4.8,26.911927,75.797282,26.991927,75.877282,27032022,202000,202500,2,3,0,0,0,2,0,1,38
663,36,4.6,19.221315,72.862381,19.301315,72.942381,2032022,204000,205000,1,3,2,2,1,1,0,1,18
57,26,4.9,12.3085,76.665808,12.3385,76.695808,3042022,214000,215500,5,3,0,2,0,1,0,1,28
664,36,4.7,13.081878,80.248519,13.161878,80.328519,6032022,204000,205000,5,3,1,1,1,0,0,1,28
665,20,4.6,13.022394,80.242439,13.092394,80.312439,29032022,191500,192000,4,3,0,3,0,1,0,0,30
666,27,4.7704131154144065,-26.47775,-80.351569,26.48775,80.361569,11022022,123909,101000,3,0,1,2,0,1,0,0,15
512,34,4.9,12.304569,76.643622,12.344569,76.683622,1042022,155000,155500,5,1,1,2,0,1,0,1,29
241,28,4.7,13.058616,80.264151,13.138616,80.344151,6042022,222500,223000,2,0,0,3,0,1,0,1,22
139,22,5.0,0.0,0.0,0.08,0.08,20032022,175500,180500,4,1,2,1,2,1,0,0,15
114,22,4.8,22.761593,75.886362,22.771593,75.896362,9032022,94500,95500,3,0,1,0,1,0,0,1,13
624,31,4.9,17.45971,78.368855,17.46971,78.378855,26032022,100000,101000,4,0,2,1,1,1,0,1,29
667,32,4.6,12.337928,76.617889,12.397928,76.677889,17032022,212000,213000,3,3,2,3,1,0,0,1,25
668,29,4.6,26.469003,80.316344,26.579003,80.426344,12022022,225500,230500,6,0,2,3,1,1,0,1,16
100,30,4.8,18.994237,72.825553,19.034237,72.865553,5042022,130000,131000,6,2,2,0,1,1,0,0,29
162,22,5.0,12.337928,76.617889,12.347928,76.627889,7032022,115500,120500,6,2,2,2,1,1,0,1,16
487,25,4.9,12.972532,77.608179,13.002532,77.638179,5042022,233500,234500,4,0,2,1,1,1,0,1,17
467,39,4.8,26.911378,75.789034,26.941378,75.819034,9032022,171500,173000,5,1,2,2,1,1,0,0,30
441,30,4.1,22.751234,75.88949,22.861234,75.99949,12032022,233000,234000,2,0,1,2,0,0,0,0,39
502,30,4.9,11.024839,77.007003,11.044839,77.027003,3032022,111000,111500,4,2,1,3,0,1,0,1,25
146,22,5.0,21.186438,72.794115,21.316438,72.924115,27032022,0,1500,5,0,2,1,1,0,0,1,10
47,39,4.7,21.175975,72.795503,21.215975,72.835503,11032022,140000,141500,4,2,2,3,1,1,0,1,29
669,20,5.0,26.483672,80.320708,26.623672,80.460708,18022022,205500,211000,2,3,1,2,1,1,0,1,38
670,29,4.7,18.539299,73.897902,18.589299,73.947902,17032022,182500,183000,4,1,2,3,1,0,0,0,21
671,24,4.6,19.065838,72.832658,19.095838,72.862658,28032022,194000,195500,1,3,1,3,1,0,0,1,11
535,33,4.9,23.357804,85.325146,23.467804,85.435146,8032022,190000,191000,1,1,1,2,1,1,0,0,15
631,30,4.600969146292159,12.913041,77.683237,13.023041,77.793237,10032022,50925,500,3,1,3,2,1,1,0,1,29
164,35,4.0,22.728163,75.884212,22.778163,75.934212,3032022,202500,203000,2,3,1,2,1,1,0,1,37
364,26,4.7,12.326356,76.619103,12.396356,76.689103,2032022,191500,193000,5,3,1,3,1,1,0,1,19
650,25,4.9,26.902908,75.792934,27.012908,75.902934,14032022,173500,175000,1,1,2,0,1,0,0,0,16
672,37,5.0,10.027364,76.308258,10.087364,76.368258,13022022,212500,213500,4,3,1,1,1,1,0,1,27
42,38,4.9,21.149569,72.772697,21.209569,72.832697,3042022,181500,183000,5,1,1,0,0,1,0,1,26
317,38,4.5,26.956431,75.776649,27.096431,75.916649,12032022,190000,190500,5,1,2,0,1,1,0,1,36
673,32,4.3,12.986047,80.218114,13.046047,80.278114,11032022,202500,203000,3,3,0,2,0,1,0,1,33
656,25,4.7,22.751234,75.88949,22.841234,75.97949,12032022,180000,181500,5,1,0,0,0,1,0,0,29
566,38,4.6,17.440827,78.393391,17.490827,78.443391,5032022,195000,200500,6,3,0,3,0,1,0,1,46
481,33,4.2,26.902328,75.794257,26.952328,75.844257,11032022,191000,191500,6,3,0,3,0,3,0,1,46
53,38,4.7,0.0,0.0,0.02,0.02,3042022,82000,82500,1,0,2,1,1,0,0,1,10
674,20,4.7,-15.546594,73.760431,15.606594,73.820431,13022022,200000,201000,2,3,2,1,0,1,0,1,29
534,35,4.6,22.307898,73.167788,22.437898,73.297788,6042022,221500,222500,5,0,1,1,1,0,0,0,21
675,23,4.8,0.0,0.0,0.02,0.02,11022022,103500,105000,1,0,1,0,1,0,0,0,18
133,37,4.0,21.186884,72.793616,21.296884,72.903616,6032022,214000,215500,2,3,1,0,0,3,0,1,47
598,29,4.4,22.725835,75.887648,22.745835,75.907648,24032022,110000,111000,5,0,0,3,0,1,0,1,18
160,30,4.8,26.913483,75.803139,27.023483,75.913139,8032022,173500,174500,6,1,1,3,1,0,0,0,22
203,24,4.8,0.0,0.0,0.11,0.11,6032022,212000,213000,4,3,2,3,1,1,0,1,27
107,31,4.6,12.975377,77.696664,13.055377,77.776664,10032022,221500,223000,6,0,2,3,1,1,0,0,24
676,24,4.5,22.732225,75.874765,22.842225,75.984765,23032022,211500,213000,6,3,2,2,1,1,0,1,23
524,21,4.6,22.310329,73.169083,22.380329,73.239083,2042022,231000,231500,3,0,0,3,0,1,0,1,24
255,35,5.0,11.025083,77.015393,11.115083,77.105393,6032022,235500,500,5,0,1,0,1,1,0,1,16
340,33,4.1,19.120083,72.907385,19.190083,72.977385,4042022,193500,194500,1,3,0,1,0,1,0,1,41
430,27,4.6,12.316967,76.603067,12.426967,76.713067,2032022,172500,173000,2,1,0,2,0,1,1,0,41
159,39,4.0,12.321214,76.621094,12.391214,76.691094,16032022,174000,174500,5,1,0,0,0,2,0,1,38
364,25,4.9,12.326356,76.619103,12.436356,76.729103,4042022,221000,222500,4,0,2,2,1,1,0,0,13
8,24,4.6,17.433809,78.386744,17.453809,78.406744,17032022,115000,120500,4,2,0,0,0,1,0,1,20
567,31,4.0,11.016298,76.972076,11.056298,77.012076,28032022,155000,155500,6,1,0,3,0,1,0,1,34
677,29,4.6,19.207222,72.972281,19.317222,73.082281,16032022,214500,220000,5,3,0,1,0,1,0,1,37
634,25,4.6,23.374989,85.335486,23.464989,85.425486,16032022,200000,200500,6,3,2,0,1,0,0,1,16
570,21,4.6,12.297954,76.665169,12.377954,76.745169,16032022,184500,185000,4,1,0,2,0,0,0,1,34
230,38,4.9,22.310237,73.158921,22.380237,73.228921,2032022,225500,231000,1,0,1,2,1,1,0,1,23
678,31,4.9,12.970221,77.645396,13.060221,77.735396,6032022,202000,202500,4,3,2,3,1,1,0,1,29
201,23,4.2,22.310526,73.170937,22.380526,73.240937,12032022,185000,185500,5,1,0,2,0,1,0,0,35
107,35,4.8,12.975377,77.696664,13.025377,77.746664,7032022,235500,1000,2,0,2,2,0,1,0,1,18
474,39,4.4,22.308096,73.167753,22.338096,73.197753,1042022,171500,172500,6,1,0,0,0,1,0,1,31
679,24,5.0,0.0,0.0,0.03,0.03,13022022,234500,235000,1,0,0,0,0,1,0,1,19
512,28,4.7,12.304569,76.643622,12.344569,76.683622,3032022,121500,123000,1,2,1,0,0,0,0,0,11
413,29,4.637278568246926,0.0,0.0,0.05,0.05,13032022,190357,192500,2,3,0,1,0,0,0,1,26
96,27,4.6,19.1813,72.836191,19.2313,72.886191,11032022,202500,203000,5,3,2,3,2,1,0,0,29
680,37,4.8,30.873988,75.842739,30.963988,75.932739,14022022,201500,202500,4,3,2,0,1,1,0,1,27
681,27,4.6,0.0,0.0,0.06,0.06,15022022,174000,175000,3,1,1,3,1,0,0,1,15
682,24,4.7,0.0,0.0,0.13,0.13,29032022,191000,191500,4,3,1,0,1,0,0,1,17
328,32,4.7,18.533811,73.899315,18.563811,73.929315,11032022,173500,175000,6,1,1,1,1,0,0,1,30
456,33,4.1,23.39925,85.390464,23.52925,85.520464,29032022,172500,173000,1,1,0,0,0,1,0,1,32
683,36,4.7,19.003517,72.82765,19.033517,72.85765,1032022,230000,231500,6,0,2,0,2,1,0,1,29
26,36,4.3,21.160522,72.771477,21.220522,72.831477,1042022,210000,211500,6,3,2,1,2,0,0,1,32
37,22,4.7,17.451976,78.385883,17.501976,78.435883,1032022,173000,173500,1,1,0,3,0,1,0,1,23
